"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
11,"NCT05116761","ExoFlo™ Infusion for Post-Acute COVID-19 and Chronic Post-COVID-19 Syndrome",,"Not yet recruiting","No Results Available","Covid19|Postviral Syndrome|Dyspnea","Biological: Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles|Other: Saline","Increased distance on Six Minute Walk Test (6MWT)|Incidence of Serious Adverse Events (SAEs)|EuroQol-5D (EQ-5D)|Medical Research Council (MRC) Dyspnea Scale","Direct Biologics, LLC","All","18 Years to 85 Years   (Adult, Older Adult)","Phase 1|Phase 2","60","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","DB-EF-POSTCOVID-0002","December 2021","August 2022","August 2022","November 11, 2021",,"December 6, 2021",,,"https://ClinicalTrials.gov/show/NCT05116761"
12,"NCT04653610","Sequential Analysis Before and After Treatment Initiation to Unravel the Role of Naturally Occurring Extracellular Vesicles in HIV Infection","Saturne-HIV","Recruiting","No Results Available","Hiv",,"Extracellular Vesicles analysis-NTA|Extracellular Vesicles analysis-microscopy|Extracellular Vesicles analysis-western blot|Extracellular Vesicles analysis-PCR|Extracellular Vesicles analysis-proteomics|Extracellular Vesicles analysis-RNAsequencing|Extracellular Vesicles analysis-reporter assays|Quantification of HIV DNA and RNA|Immunological analysis-FACS|Immunological analysis-ELISA|Gene expression analysis/transcriptomics|Microbiome monitoring|Virological analysis-FLIPS|Virological analysis-integration site","University Hospital, Ghent","All","18 Years to 65 Years   (Adult, Older Adult)",,"66","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","BC-08408","January 27, 2021","January 2023","January 2025","December 4, 2020",,"June 3, 2021","Ghent University Hospital, Ghent, Oost-Vlaanderen, Belgium",,"https://ClinicalTrials.gov/show/NCT04653610"
13,"NCT03106246","Circulating Extracellular Vesicles Released by Human Islets of Langerhans",,"Unknown status","No Results Available","Type1 Diabetes Mellitus|Type2 Diabetes|Islet Cell Transplantation",,"Determine the levels of circulating EVs|Determine whether these EVs contain islet-specific antigens|Mutivariate analysis will be performed with patient parameters and EV parameters","McGill University Health Centre/Research Institute of the McGill University Health Centre|CHU de Quebec-Universite Laval","All","18 Years and older   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","15-582-MUHC","December 2016","December 2018","July 2019","April 10, 2017",,"April 10, 2017","McGill University Health Center, Montreal, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT03106246"
14,"NCT02931045","Antiplatelet Therapy Effect on Extracellular Vesicles in Acute Myocardial Infarction","AFFECT EV","Completed","Has Results","Myocardial Infarction","Drug: Ticagrelor|Drug: Clopidogrel","Concentration of Platelet Extracellular Vesicles/ml|Concentration of Extracellular Vesicles Exposing Fibrinogen|Concentration of Extracellular Vesicles Exposing Phosphatidylserine|Concentration of Extracellular Vesicles From Endothelial Cells|Concentration of Extracellular Vesicles From Leukocytes","Medical University of Warsaw|Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)","All","18 Years and older   (Adult, Older Adult)","Phase 4","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","KB/112/2016","December 30, 2017","December 30, 2018","December 30, 2019","October 12, 2016","December 23, 2020","December 23, 2020","Laboratory of Experimental Clinical Chemistry, Academic Medical Centre of the University of Amsterdam, Amsterdam, Netherlands|1st Chair and Department of Cardiology, Medical University of Warsaw, Warsaw, Poland","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/45/NCT02931045/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02931045"
15,"NCT05125562","Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment for Mild-to-Moderate COVID-19: A Phase II Clinical Trial",,"Not yet recruiting","No Results Available","COVID-19","Drug: ExoFlo","Change in SARS-CoV-2 log viral load from baseline to Day=7|Change in viral load area under the curve (AUC) from baseline to Day=29|Proportion of patients showing symptom improvement or resolution Day=7, 11, 15|- Proportion of patients who required COVID-19 related hospitalization or Emergency Department Visit by Day 29","Direct Biologics, LLC","All","18 Years to 85 Years   (Adult, Older Adult)","Phase 2","30","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","DB-EF-EMOTECOVID-0006","February 7, 2022","December 7, 2022","December 7, 2022","November 18, 2021",,"January 4, 2022","Direct Biologics, Austin, Texas, United States",,"https://ClinicalTrials.gov/show/NCT05125562"
16,"NCT04852653","A Prospective Feasibility Study Evaluating Extracellular Vesicles Obtained by Liquid Biopsy for Neoadjuvant Treatment Response Assessment in Rectal Cancer","RECC-EV","Not yet recruiting","No Results Available","Rectal Cancer|Liquid Biopsy","Procedure: Supplementary blood samples collection during the normal follow up of the patients","Positivity of the liquid biopsy|Prediction of the response of rectal cancer to neoadjuvant treatment|Genetic profile of the primary tumor predictive of the response to nCRT","University Hospital, Bordeaux","All","18 Years and older   (Adult, Older Adult)",,"40","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","CHUBX 2020/21","May 2021","November 2023","November 2023","April 21, 2021",,"April 21, 2021","CHU Bordeaux, Bordeaux, France",,"https://ClinicalTrials.gov/show/NCT04852653"
17,"NCT02797834","Isolation and Characterization of the Extracellular Vesicles Secreted by the Human Endometrium",,"Unknown status","No Results Available","Extracellular Vesicles","Procedure: Endometrial fluid collection","Morphological characterization of the extracellular vesicles|Size distribution profiles characterization of the extracellular vesicles|Characterization of extracellular vesicles populations by specific markers|Qualitative (names) and quantitative (expression levels) information about the different biomolecules that could be present in the samples: DNA, RNA, proteins, lipids and other small metabolites.","Igenomix","Female","18 Years to 35 Years   (Adult)",,"300","Industry","Observational","Observational Model: Case-Only|Time Perspective: Prospective","1603-IGX-017-FV","April 2016","March 2017","March 2019","June 14, 2016",,"June 21, 2016","IVI Valencia, Valencia, Spain",,"https://ClinicalTrials.gov/show/NCT02797834"
18,"NCT04727593","The Modulatory Role of Internet MBCT on Extracellular Vesicles and Distress in Cancer Patients - Study Protocol","MINDGAP","Recruiting","No Results Available","Cancer","Behavioral: Mindfulness Based Cognitive Therapy (MBCT)|Other: Treatment as Usual","Change on Extracellular Vesicles|Change on Distress|Change on Cancer antigen 15-3 (CA 15-3)|Change on Prostate-specific antigen (PSA)|Change on Carcinoembryonic Antigen (CEA).|Change on Adrenocorticotropic Hormone (ACTH).|Transcript inflammatory response genes (Interleukins, ILs, IL-1, IL-6, IL-8, IL-10, IFNγ and TNF).|Change on Analytic biomarkers (Erythrocyte number).|Change on Analytic biomarkers (PCR number).|Change on Analytic biomarkers (telomerase activity).|Change on Analytic biomarkers (hemoglobin glycosylated).|Change on Global distress|Change on quality of life|Change on fear of cancer recurrence|Change on satisfaction perceived social support|Change on emotional suppression|Change on mindfulness abilities|Change Interview|Change on smoking dependency|Change on physical activity|Change on sleep quality|Change on posttraumatic growth","Instituto Portugues de Oncologia, Francisco Gentil, Porto|European Commission|University of Coimbra|VTT Technical Research Centre, Finland|University of Oulu|Linnaeus University","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","111","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","IPO/PI134b","September 3, 2021","October 2, 2022","March 1, 2023","January 27, 2021",,"October 14, 2021","Instituto Português de Oncologia do Porto Francisco Gentil, EPE, Porto, Portugal",,"https://ClinicalTrials.gov/show/NCT04727593"
19,"NCT04298398","Impact of Group Psychological Interventions on Extracellular Vesicles in People Who Had Cancer","MindGAP-P","Not yet recruiting","No Results Available","Cancer","Behavioral: Mindfulness Based-Cognitive Therapy (MBCT)|Behavioral: Emotion Focused Therapy Group for Cancer Recovery (EFT-CR)|Other: Treatment as usual (no intervention)","Change on Extracellular vesicles number by ultracentrifugation with sucrose cushion|Change on anxiety, depression and stress (Depression Anxiety Stress Scales, DASS21)|Change on Cancer antigen (CA 15-3)|Change on Prostate-specific antigen (PSA)|Change on Carcinoembryonic Antigen assays (CEA)|Change on Adrenocorticotropic Hormone (ACTH)|Transcript inflammatory response genes (IL-1, IL-6, IL-8, IL-10, IFNγ and TNF)|Change on Analytic biomarkers (Erythrocytes number)|Change on Analytic biomarkers (PCR number)|Change on Analytic biomarkers (telomerase activity)|Change on Analytic biomarkers (hemoglobin glycosylated (HPLC))|Change on Global distress (Clinical Outcome Routine Evaluation - Outcome Measure, CORE-OM)|Change on quality of life (Functional Assessment of Cancer Therapy, FACT)|Change on quality of life (Functional Assessment of Chronic Illness Therapy-Spiritual Well-Being Scale, FACIT-SP)|Change on fear of cancer recurrence (Fear of Cancer Recurrence, FCR-7)|Change on satisfaction perceived social support (ESSS)|Change on emotional regulation processes (Emotion Regulation Questionnaire, ERQ, emotion suppression subscale)|Change on impact of events (Impact of Event Scale - Revised, IES-R)|Change on Mindfulness Attention and Awareness (Mindfulness Attention and Awareness Scale, MAAS)|Change on self-compassion skills (Self-Compassion Scale - Short Form, SHORT FORM)|Change Interview (Elliot, 1999)|Change on smoking dependency (Fagestrom Test)|Change on physical activity (IPAQ,The International Physical Activity Questionnaire)","Instituto Portugues de Oncologia, Francisco Gentil, Porto|Polytechnic Institute of Porto|VTT Technical Research Centre, Finland|University of Oulu|Linnaeus University|European Commission","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","108","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","IPO/PI134","September 1, 2021","September 2021","September 2021","March 6, 2020",,"October 22, 2020",,,"https://ClinicalTrials.gov/show/NCT04298398"
20,"NCT04603326","FoxBioNet: ECV (Extracellular Vesicle) 004",,"Recruiting","No Results Available","Parkinson Disease","Procedure: Lumbar Puncture","Assay Evaluation","Michael J. Fox Foundation for Parkinson's Research|Indiana University|University of Rochester|University Health Network, Toronto","All","30 Years and older   (Adult, Older Adult)",,"140","Other","Observational","Observational Model: Case-Control|Time Perspective: Cross-Sectional","ECV-004","May 6, 2021","October 2022","October 2022","October 26, 2020",,"September 8, 2021","Northwestern University, Chicago, Illinois, United States|The Trustees of Columbia University, New York, New York, United States|Oregon Health Sciences Univeristy, Portland, Oregon, United States|The Trustees of the University of Pennsylvania, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT04603326"
21,"NCT04971447","Extracellular Vesicles and Endothelial Function in Transgender Subjects","Evinge","Not yet recruiting","No Results Available","Transgenderism","Drug: gender affirming hormonal treatment in transgender men|Drug: gender affirming hormonal treatment in transgender women","pulse wave velocity","Central Hospital, Nancy, France","All","18 Years to 49 Years   (Adult)","Not Applicable","136","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","21.03.30.69624","September 2021","September 2023","January 2024","July 21, 2021",,"July 21, 2021",,,"https://ClinicalTrials.gov/show/NCT04971447"
22,"NCT04523389","Contents of Circulating Extracellular Vesicles: Biomarkers in Colorectal Cancer Patients","ExoColon","Recruiting","No Results Available","Colorectal Cancer","Biological: analysis (protein, lipid, RNA ...) of circulating exosomes, size and number|Other: Gathering additional information about the patient's cancer|Diagnostic Test: Diagnostic test","Prognostic role of exosomes and their contents on the survival of colorectal cancer patients|Association between the number and size of exosomes and their content on cancer stage and progression","Centre Hospitalier Universitaire Dijon","All","18 Years and older   (Adult, Older Adult)",,"172","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","COTTET 2020","July 1, 2020","January 2021","July 2021","August 21, 2020",,"August 21, 2020","Chu Dijon Bourgogne, Dijon, France",,"https://ClinicalTrials.gov/show/NCT04523389"
23,"NCT03608293","Smoker Extracellular Vesicles Influence on Human Bronchial Epithelial Cells","Aerotox-1","Completed","No Results Available","Smokers|Human Bronchial Epithelial Cells|Lung Pathogenesis|Biomarkers","Diagnostic Test: Broncho Alveolar Lavages (BAL)","Quantification of target mRNA expression in human bronchial epithelial cells (BEAS-2 B) exposed to EVs isolated from LBA of patients","Lille Catholic University|Universite du Littoral Cote d'Opale","All","18 Years and older   (Adult, Older Adult)","Not Applicable","20","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","RC-P0014","January 1, 2012","July 31, 2013","December 31, 2013","July 31, 2018",,"July 31, 2018",,,"https://ClinicalTrials.gov/show/NCT03608293"
24,"NCT03262311","Pimo Study: Extracellular Vesicle-based Liquid Biopsy to Detect Hypoxia in Tumours",,"Completed","No Results Available","Cancer","Other: Hypoxia marker","Detectable pimonidazole staining","Institute of Cancer Research, United Kingdom","All","18 Years and older   (Adult, Older Adult)","Not Applicable","21","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","CCR4770","November 10, 2017","September 12, 2019","September 12, 2019","August 25, 2017",,"December 23, 2019","The Royal Marsden NHS Foundation Trust, Sutton, Surrey, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03262311"
25,"NCT05061212","The Mechanism of Extracellular Vesicles Containing Mitochondrial DNA in ARDS Lung Injury Caused by Extrapulmonary Sepsis",,"Not yet recruiting","No Results Available","ARDS, Human",,"28-day mortality|Ventilator days|ICU stay","Southeast University, China","All","18 Years and older   (Adult, Older Adult)",,"50","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","ARDS-mtDNA EVs","October 1, 2021","September 1, 2022","December 31, 2022","September 29, 2021",,"September 29, 2021",,,"https://ClinicalTrials.gov/show/NCT05061212"
26,"NCT04327635","Safety Evaluation of Intracoronary Infusion of Extracellular Vesicles in Patients With AMI",,"Recruiting","No Results Available","Heart Attack","Drug: PEP in Acute Myocardial Infarction","Dose limiting toxicities (DLTs) and maximum tolerated dose (MTD) of a single dose (10 mL) of PEP at escalating concentrations of extracellular vesicles delivered at a single time point (during PCI for AMI) for the treatment of downstream sequela of AMI.|Infarction scar size|Ejection fraction|Abdominal abnormalities|Alloimmune Response","Christopher J. McLeod|Rion LLC|Mayo Clinic","All","21 Years to 85 Years   (Adult, Older Adult)","Phase 1","23","Other","Interventional","Allocation: N/A|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","18-011636","November 2, 2021","November 2023","November 2024","March 31, 2020",,"December 2, 2021","Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT04327635"
27,"NCT03203512","Fish Oil-derived N-3 Polyunsaturated Fatty Acids and Extracellular Vesicles","HI-FIVE","Active, not recruiting","No Results Available","Extracellular Vesicles; Generation and Function","Dietary Supplement: Fish oil capsules|Dietary Supplement: High-oleic safflower oil capsules","Concentrations of total circulating EVs in platelet-free plasma (PFP) detected by flow cytometry|Concentrations of total circulating EVs in platelet-free plasma (PFP) detected by nanoparticle tracking analysis (NTA)|Pro-thrombotic activities of circulating EVs in PFP|Characterisation of circulating EVs in PFP and serum detected by fluorescence flow cytometry|Characterisation of circulating EVs in PFP and serum detected by fluorescence NTA|Ex vivo agonist-stimulated platelet activation detected by plate-based platelet activation and aggregation assays|Pro-thrombotic activities of platelet-derived extracellular vesicles (PEVs) prepared from the supernatants of stimulated platelets|Fatty acid composition analysis|Blood pressure|Concentrations of total triglyceride and cholesterol in plasma","University of Reading|Biotechnology and Biological Sciences Research Council","All","40 Years to 70 Years   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","UREC 17/18","February 16, 2018","November 30, 2019","September 30, 2020","June 29, 2017",,"March 24, 2020","University of Reading, Reading, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03203512"
28,"NCT05176366","Study of ExoFlo for the Treatment of Medically Refractory Ulcerative Colitis",,"Not yet recruiting","No Results Available","Ulcerative Colitis","Drug: ExoFlo","Number of subjects who tolerate intravenous ExoFlo in those subjects with moderately to severely active Ulcerative colitis who have failed or are intolerant to one or more monoclonal antibodies.|Number of adverse events in subjects who received intravenous ExoFlo in those subjects with moderately to severely active Ulcerative colitis who have failed or are intolerant to one or more monoclonal antibodies.|Number of subjects with improvement with intravenous ExoFlo in inducing clinical remission in those subjects with moderately to severely active Ulcerative colitis who have failed or are intolerant to one or more monoclonal antibodies.|Number of subjects with improvement with intravenous ExoFlo in inducing clinical response in those subjects with moderately to severely active Ulcerative colitis who have failed or are intolerant to one or more monoclonal antibodies.|Number of subjects with improving disease-specific health-related quality of life after receiving intravenous ExoFlo.|Measurement of subject's C-reactive protein (CRP)|Measurement of subject fecal calprotectin|Measurement of subject fecal lactoferrin","Direct Biologics, LLC","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1","10","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","DB-EF-ULCERATIVE-0004","March 1, 2022","January 1, 2024","March 1, 2024","January 4, 2022",,"January 20, 2022",,,"https://ClinicalTrials.gov/show/NCT05176366"
29,"NCT03228277","Olmutinib Trial in T790M (+) NSCLC Patients Detected by Liquid Biopsy Using BALF Extracellular Vesicular DNA",,"Completed","No Results Available","Non Small Cell Lung Cancer","Drug: Olmutinib","Objective response rate (ORR)|Disease control rate (DCR)|Progression-free survival (PFS)","Konkuk University Medical Center|Hanmi Pharmaceutical Company Limited","All","19 Years and older   (Adult, Older Adult)","Phase 2","25","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","KASTT005_BAL_Olita","July 17, 2017","July 31, 2018","July 31, 2019","July 24, 2017",,"August 28, 2019","Konkuk University Medical Center, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT03228277"
