"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
11,"NCT02138331","Effect of Microvesicles and Exosomes Therapy on β-cell Mass in Type I Diabetes Mellitus (T1DM)",,"Unknown status","No Results Available","Diabetes Mellitus Type 1","Biological: MSC exosomes.","Total daily insulin dose|Pancreatic β-cell Mass","General Committee of Teaching Hospitals and Institutes, Egypt","All","18 Years to 60 Years   (Adult)","Phase 2|Phase 3","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","666666|Cell Free MSC Exo","April 2014","July 2014","September 2014","May 14, 2014",,"May 14, 2014","Sahel Teaching Hospital, Sahel, Cairo, Egypt|Sahel Teaching Hospital - General Committee of Teaching Hospitals and Institutes, Shubra, Cairo, Egypt|Sahel Teaching Hospital, General Commettee of Teaching Hospitals and Institutes., Shubra, Cairo, Egypt",,"https://ClinicalTrials.gov/show/NCT02138331"
12,"NCT04182893","Clinical Study of ctDNA and Exosome Combined Detection to Identify Benign and Malignant Pulmonary Nodules","ctDNA","Unknown status","No Results Available","Pulmonary Nodules","Diagnostic Test: ctDNA and Exosome Combined Detection","Diagnostic efficiency of ctDNA and exosome combined detection in the identification of benign and malignant pulmonary nodules.","Shanghai Chest Hospital","All","18 Years to 80 Years   (Adult, Older Adult)",,"400","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","SHCHE201903","October 8, 2019","July 30, 2020","September 30, 2020","December 2, 2019",,"December 2, 2019","Shanghai Chest Hospital, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04182893"
13,"NCT04127591","Differential Expression and Analysis of Peripheral Plasma Exosome miRNA in Patients With Myocardial Infarction",,"Unknown status","No Results Available","Myocardial Infarction","Other: exosome","Determination of differential expression of miRNA by second-generation sequencing technology|Diagnostic value of the differential microRNAs evaluate by qPCR in patients of myocardial infarction","Xinhua Hospital, Shanghai Jiao Tong University School of Medicine","All","18 Years to 100 Years   (Adult, Older Adult)",,"10","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","XH-19-010","October 20, 2019","December 30, 2021","December 30, 2021","October 15, 2019",,"October 15, 2019","Ethics Committee of Xinhua Hospital, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04127591"
14,"NCT05191381","Immune Modulation by Exosomes in COVID-19","IMECOV19","Recruiting","No Results Available","COVID-19|Critical Illness|Hypercytokinemia|Lung Fibrosis","Biological: Application of exosomes in a whole blood assay","Cytokine profile in supernatants|Immune phenotyping|Genetic predisposition for hyperinflammation","University of Ulm","All","18 Years to 90 Years   (Adult, Older Adult)",,"40","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","Lung fibrosis in COVID19","December 22, 2021","July 31, 2022","December 31, 2022","January 13, 2022",,"January 13, 2022","Clinic of Anesthesiology, Ulm, Germany",,"https://ClinicalTrials.gov/show/NCT05191381"
15,"NCT05043181","Exosome-based Nanoplatform for Ldlr mRNA Delivery in FH","ENDFH","Not yet recruiting","No Results Available","Familial Hypercholesterolemia","Biological: Low Density Lipoprotein Receptor mRNA Exosomes","Changes of Total Cholesterol|Changes of Low-Density Lipoprotein Cholesterol|Changes of High-Density Lipoprotein Cholesterol|Changes of Triglyceride|Changes of Degree of Coronary Stenosis|Changes of Volume of Carotid Artery Plaques|Changes of Stability of Carotid Artery Plaques","Tang-Du Hospital|Air Force Military Medical University, China","All","18 Years to 45 Years   (Adult)","Phase 1","30","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20210817V2.0","December 2021","December 2026","December 2026","September 14, 2021",,"September 14, 2021","Tangdu Hospital, Air Force Medical University, Xi'an, Shannxi, China",,"https://ClinicalTrials.gov/show/NCT05043181"
16,"NCT04389385","COVID-19 Specific T Cell Derived Exosomes (CSTC-Exo)",,"Active, not recruiting","No Results Available","Corona Virus Infection|Pneumonia","Biological: COVID-19 Specific T Cell derived exosomes (CSTC-Exo)","Adverse reaction (AE) and severe AE (SAE)|Efficacy Assessment|The Rate of Recovery Without Mechanical Ventilator","TC Erciyes University","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1","60","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","EruCovid2020","May 1, 2020","September 30, 2020","May 31, 2021","May 15, 2020",,"May 15, 2020","GENKOK, Kayseri, Melikgazi, Turkey",,"https://ClinicalTrials.gov/show/NCT04389385"
17,"NCT03493984","Plant Exosomes and Patients Diagnosed With Polycystic Ovary Syndrome (PCOS) 17",,"Withdrawn","No Results Available","Polycystic Ovary Syndrome","Other: Ginger exosomes|Other: Aloe exosomes|Other: Placebo","Change in glucose tolerance as measured by a glucose tolerance test|Change in serum insulin levels during a glucose tolerance test|Serum Testosterone|Sex hormone binding globulin|Stool sample|Inflammatory marker cluster of differentiation 4 (CD4)|Inflammatory marker cluster of differentiation 8 (CD8)|Inflammatory marker Foxp3|Inflammatory marker cluster of differentiation 11b (CD11b)|Inflammatory marker cluster of differentiation 33 (CD33)|Inflammatory marker F4/80|Inflammatory marker interleukin 10 (IL-10)|Inflammatory marker interleukin 1b (IL-1b)|Inflammatory marker tumor necrosis factor alpha (TNF-a)|Inflammatory marker interleukin 6 (IL-6)","University of Louisville","Female","18 Years to 40 Years   (Adult)","Not Applicable","0","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","17.1114","October 2019","May 2020","May 2020","April 11, 2018",,"March 16, 2021","University of Louisville, Louisville, Kentucky, United States",,"https://ClinicalTrials.gov/show/NCT03493984"
18,"NCT03503461","Major Activation Of NCC in Graft Urinary Exosomes","MANGUE","Completed","No Results Available","Kidney Transplantation","Other: exosomes analysis","NCC cotransporter expression|Phosphorylated NCC cotransporter expression|pendrine expression in kidney transplant group","University Hospital, Bordeaux|Institut National de la Santé Et de la Recherche Médicale, France","All","18 Years and older   (Adult, Older Adult)",,"67","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","CHUBX 2018/08","June 21, 2018","August 31, 2018","August 31, 2018","April 19, 2018",,"November 14, 2018","Hopital Pellegrin - Service Néphrologie, transplantation, dialyse et aphérèse, Bordeaux, France|Hopital Felix Guyon - Service d'Explorations Fonctionnelles Rénales, Saint-Denis, Réunion",,"https://ClinicalTrials.gov/show/NCT03503461"
19,"NCT03608631","iExosomes in Treating Participants With Metastatic Pancreas Cancer With KrasG12D Mutation",,"Recruiting","No Results Available","KRAS NP_004976.2:p.G12D|Metastatic Pancreatic Adenocarcinoma|Pancreatic Ductal Adenocarcinoma|Stage IV Pancreatic Cancer AJCC v8","Drug: Mesenchymal Stromal Cells-derived Exosomes with KRAS G12D siRNA","Maximum Tolerated Dose Determined by Dose Limiting Toxicity|Minimal residual disease rate in high-risk patients|Overall survival (OS)|Progression-free survival (PFS)","M.D. Anderson Cancer Center","All","18 Years and older   (Adult, Older Adult)","Phase 1","28","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2018-0126|NCI-2018-01441","January 27, 2021","March 31, 2022","March 31, 2022","August 1, 2018",,"April 29, 2021","M D Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03608631"
20,"NCT04747574","Evaluation of the Safety of CD24-Exosomes in Patients With COVID-19 Infection",,"Recruiting","No Results Available","SARS-CoV-2","Drug: EXO-CD24","Primary safety endpoint: Adverse events|Exploratory Endpoint: Alive at Day 5 without bronchospasms, unexpected infections, or clinical deterioration|Exploratory Endpoint: Proportion of patients with respiratory rate ≤ 23/min for 24 hours|Exploratory endpoint: Change in respiratory rate from baseline to Day 5|Exploratory endpoint: Proportion of patients with SpO2 saturation ≥94% for at least 24 hours|Exploratory endpoint: Change in SpO2 saturation from baseline to Day 5|Exploratory endpoint: Proportion of patients with no artificial ventilation after 5 days of treatment|Exploratory endpoint: Proportion of patients with a change in absolute lymphocyte count, sustained for ≥48 hours after 5 days of treatment|Exploratory endpoint: Change in the absolute lymphocyte count from baseline to Day 5|Exploratory endpoint: Change in neutrophil-to-lymphocyte ratio (NLR), sustained for ≥48 hours after 5 days of treatment|Exploratory endpoint: Change in neutrophil-to-lymphocyte ratio (NLR) from baseline to Day 5","Tel-Aviv Sourasky Medical Center","All","18 Years to 85 Years   (Adult, Older Adult)","Phase 1","35","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","0254-20-TLV","September 25, 2020","February 25, 2021","March 25, 2021","February 10, 2021",,"March 4, 2021","Tel Aviv Medical Center, Tel Aviv, Israel",,"https://ClinicalTrials.gov/show/NCT04747574"
21,"NCT04213248","Effect of UMSCs Derived Exosomes on Dry Eye in Patients With cGVHD",,"Recruiting","No Results Available","Dry Eye","Drug: Umbilical Mesenchymal Stem Cells derived Exosomes","Changes in Ocular Surface Disease Index (OSDI) Score|Changes in tear secretion amount by Schirmer's Test|Changes in Tear break time|Changes in Ocular Surface Staining|Changes in best corrected visual acuity (BCVA).|Changes in conjunctiva redness score|Changes in tear meniscus height","Zhongshan Ophthalmic Center, Sun Yat-sen University","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1|Phase 2","27","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2019KYPJ048","February 18, 2020","May 2020","May 2020","December 30, 2019",,"February 21, 2020","Zhongshan Ophthalmic Center, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT04213248"
22,"NCT04798716","The Use of Exosomes for the Treatment of Acute Respiratory Distress Syndrome or Novel Coronavirus Pneumonia Caused by COVID-19","ARDOXSO","Not yet recruiting","No Results Available","Covid19|Novel Coronavirus Pneumonia|Acute Respiratory Distress Syndrome","Drug: MSC-exosomes delivered intravenously every other day on an escalating dose: (2:4:8)|Drug: MSC-exosomes delivered intravenously every other day on an escalating dose (8:4:8)|Drug: MSC-exosomes delivered intravenously every other day (8:8:8)","Measure and report the number of participants with treatment-related-adverse events as assessed by CTCAE v4.0; for patients receiving ARDOXSO™, perinatal MSC-derived exosome therapy.|Tabulate and report the number of IMV days for patients receiving ARDOXSO™ perinatal MSC-derived exosome therapy.|Analyze and report organ failure, associated with ICU mortality in participants confirmed with SARS-CoV2 infection, receiving ARDOXSO™ as an interventional exosome therapy.|Record and analyze respiratory measures (Berlin Score/PEEP) following treatment regime.","AVEM HealthCare","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","55","Industry","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment","020582","September 2021","September 2021","December 2021","March 15, 2021",,"July 21, 2021","Mission Community Hospital, Panorama City, California, United States",,"https://ClinicalTrials.gov/show/NCT04798716"
23,"NCT01294072","Study Investigating the Ability of Plant Exosomes to Deliver Curcumin to Normal and Colon Cancer Tissue",,"Recruiting","No Results Available","Colon Cancer","Dietary Supplement: curcumin|Dietary Supplement: Curcumin conjugated with plant exosomes|Other: No intervention","Concentration of curcumin in normal and cancerous tissue|safety and tolerability of curcumin alone as determined by adverse events|effects of curcumin on normal and cancerous colon cells by measuring the biomarkers using histochemical staining|the immune system response to curcumin, measured by serum cytokine levels|immune response in ex vivo cell cultures of colon cancer cells treated with curcumin and Exo-cur, to be evaluated by using histochemical staining|measurement of curcumin alone on metabolic characteristics of normal colon mucosa and colon tumors|safety and tolerability of curcumin with plant exosomes as determined by adverse events|measurement of curcumin mixed with plant exosomes on metabolic characteristics of normal colon mucosa and colon tumors","University of Louisville","All","20 Years and older   (Adult, Older Adult)","Phase 1","35","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","BCC-GI-10 Curcumin","January 2011","January 2022","December 2022","February 11, 2011",,"June 18, 2021","University of Louisville Hospital, Louisville, Kentucky, United States",,"https://ClinicalTrials.gov/show/NCT01294072"
24,"NCT04270006","Evaluation of Adipose Derived Stem Cells Exo.in Treatment of Periodontitis","exosomes","Recruiting","No Results Available","Periodontitis","Biological: adipose derived stem cells exosomes","change in gingival inflammation|change in pocket depth|change in attachment level|change in Bone level","Beni-Suef University","All","18 Years to 50 Years   (Adult)","Early Phase 1","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","FDBSUREC/21012020/ME","February 12, 2020","September 12, 2020","October 2021","February 17, 2020",,"February 17, 2020","Beni-Suef University, Banī Suwayf, Egypt|Cairo University, Cairo, Egypt",,"https://ClinicalTrials.gov/show/NCT04270006"
25,"NCT03437759","MSC-Exos Promote Healing of MHs","MSCs","Active, not recruiting","No Results Available","Macular Holes","Biological: exosomes derived from mesenchymal stem cells (MSC-Exo)","Macular holes closure|Best corrected visual acuity(BCVA)","Tianjin Medical University","All","up to 80 Years   (Child, Adult, Older Adult)","Early Phase 1","44","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","2015KY-05","March 1, 2017","May 30, 2018","December 30, 2021","February 19, 2018",,"April 6, 2021","Tianjin Medical University Hospital, Tianjin, China",,"https://ClinicalTrials.gov/show/NCT03437759"
26,"NCT04529915","Multicenter Clinical Research for Early Diagnosis of Lung Cancer Using Blood Plasma Derived Exosome",,"Active, not recruiting","No Results Available","Lung Cancer","Diagnostic Test: Exosome sampling","Evaluation of the distinction between healthy controls and lung cancer patients through deep-learning analysis of exosomes|Evaluating the possibility of distinguishing between normal and lung cancer patients through the analysis of lung cancer-specific exosomal protein|Evaluation of the possibility of distinguishing the early pathological stages in lung cancer patients through deep-learning analysis of exosomes|Evaluation of the possibility of distinguishing the early pathological stages in lung cancer patients through quantitative analysis of lung cancer specific exosomal proteins","Korea University Guro Hospital","All","40 Years and older   (Adult, Older Adult)",,"470","Other","Observational","Observational Model: Other|Time Perspective: Retrospective","2020GR0176","April 9, 2020","December 29, 2023","December 29, 2023","August 28, 2020",,"December 30, 2021","Korea University Guro Hospital, Seoul, Guro-gu, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT04529915"
27,"NCT04902183","Safety and Efficacy of Exosomes Overexpressing CD24 in Two Doses for Patients With Moderate or Severe COVID-19",,"Recruiting","No Results Available","Covid19","Drug: CovenD24","Collection of serious adverse events|Proportion of patients related with Respiratory rate and SpO2 saturation|Improvement of COVID19 status from severe to moderate|Time to recovery|Death rate|No need for mechanical ventilation|Patients status regarding haemodynamic instability|Oxygen saturation|Time to death or respiratory failure|Hospital discharge time|No of patients that will need Intensive Care Unit|No of patients with respiratory rate < 23/min|No of patients with change in respiratory change|No of patients with SpO2 >94%|No of patients with change in oxygen saturation|No of patients with change in lymphocyte count|Changes in absolute lymphocyte count|No of patients with changes in the neutrophil-to-lymphocyte ratio|Changes in the neutrophil-to-lymphocyte ratio|No of patients with changes in disease severity|Time of disease improvement|Changes in COVID-19 clinical severity|Changes in common COVID-19 related symptoms|Changes in supplemental oxygen over time|Duration of oxygen administration","Athens Medical Society|OBCTCD24 Ltd|Elpen Pharmaceutical Co. Inc.","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","90","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","NS3","June 9, 2021","September 1, 2021","September 1, 2021","May 26, 2021",,"June 15, 2021","3rd Department of Medicine, ""Sotiria"" Thoracic Diseases General Hospital of Athens, Athens, Attica, Greece|Attikon University Hospital, Athens, Attica, Greece|7th Respiratory Medicine Department, ""Sotiria"" Thoracic Diseases General Hospital of Athens, Athens, Attika, Greece",,"https://ClinicalTrials.gov/show/NCT04902183"
28,"NCT04602442","Safety and Efficiency of Method of Exosome Inhalation in COVID-19 Associated Pneumonia","COVID-19EXO2","Enrolling by invitation","No Results Available","Covid19|SARS-CoV-2 PNEUMONIA|COVID-19","Drug: EXO 1 inhalation|Drug: EXO 2 inhalation|Drug: Placebo inhalation","Number of participants with non-serious and serious adverse events during trial|Number of participants with non-serious and serious adverse during inhalation procedure|Time to clinical recovery (TTCR)|SpO2 concentration changes|Chest Imaging Changes|Blood biochemistry (CRP)|Procalcitonin concentration|Ferritin concentration|Creatinine concentration|Urea concentration","Olga Tyumina|Clinics of the Federal State Budgetary Educational Institution SSMU|Samara Regional Clinical Hospital V.D. Seredavin|State-Financed Health Facility ""Samara Regional Medical Center Dinasty""","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","90","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Other","COVID-19 EXO Extended","October 1, 2020","August 1, 2021","December 30, 2021","October 26, 2020",,"October 26, 2020","Medical Centre Dinasty, Samara, Russian Federation",,"https://ClinicalTrials.gov/show/NCT04602442"
